Tittle ,Link,Salary,Level,Job description,Requirement,Job
Nhân viên tư vấn,https://www.facebook.com/groups/tuyendung24hnew/permalink/24579742031625346/,"𝑳𝒖̛𝒐̛𝒏𝒈 𝒄𝒖̛́𝒏𝒈 𝒕𝒉𝒖̛̉ 𝒗𝒊𝒆̣̂𝒄 : 7.410.000₫ + 𝑯𝒐𝒂 𝒉𝒐̂̀𝒏𝒈 + 𝑻𝒉𝒖̛𝒐̛̉𝒏𝒈
𝑻𝒊𝒆̂̀𝒏 𝒍𝒖̛𝒐̛𝒏𝒈 𝒄𝒉𝒊́𝒏𝒉 𝒕𝒉𝒖̛́𝒄 : 8.410.000₫ - 13.410.000₫ + 𝑯𝒐𝒂 𝒉𝒐̂̀𝒏𝒈 + 𝑻𝒉𝒖̛𝒐̛̉𝒏𝒈",Nhân viên,"JOB NGON MUỐN NGẤT - CHẤT MUỐN APPLY - CHÀO THÁNG 8/2023
Xả cho anh em con job siêu ngon không cần kinh nghiệm.
RISTAN VN TUYỂN DỤNG NHÂN VIÊN TƯ VẤN - HỖ TRỢ 100% DATA
Đãi ngộ tốt, môi trường năng động, lương thưởng rõ ràng
Tinh tinh mỗi tháng :
𝑳𝒖̛𝒐̛𝒏𝒈 𝒄𝒖̛́𝒏𝒈 𝒕𝒉𝒖̛̉ 𝒗𝒊𝒆̣̂𝒄 : 7.410.000₫ + 𝑯𝒐𝒂 𝒉𝒐̂̀𝒏𝒈 + 𝑻𝒉𝒖̛𝒐̛̉𝒏𝒈
𝑻𝒊𝒆̂̀𝒏 𝒍𝒖̛𝒐̛𝒏𝒈 𝒄𝒉𝒊́𝒏𝒉 𝒕𝒉𝒖̛́𝒄 : 8.410.000₫ - 13.410.000₫ + 𝑯𝒐𝒂 𝒉𝒐̂̀𝒏𝒈 + 𝑻𝒉𝒖̛𝒐̛̉𝒏𝒈
Thử việc nhận 100% lương cứng
Hỗ trợ: 100% DATA KHÁCH HÀNG
Review lương 2 lần/năm , thưởng chuyên cần 500.000đ
Đầy đủ chế độ: BHYT, BHXH, BHTN,.. thưởng doanh số, sinh nhật, lương T13, du lịch,...
Môi trường năng động, trẻ trung thỏa sức sáng tạo
Chỉ cần bạn:
Không có kinh nghiệm sẽ được đào tạo bài bản
Có laptop cá nhân
Có trách nhiệm với công việc
Công việc:
Phân tích nhu cầu và tư vấn
Thời gian: 08h15 - 17h45 ; Thứ 2 - sáng Thứ 7
Địa điểm: Trung Kính - Yên Hòa - Cầu Giấy - Hà Nội
_______________________________
Về ngay với team nhà Ristan VN bằng cách:
Gửi CV vào email apply nhanh: hrhanhchinhtuyendung@gmail.com
 Tel : 0876.408.551 ( phòng tuyển dụng )","Chỉ cần bạn:
Không có kinh nghiệm sẽ được đào tạo bài bản
Có laptop cá nhân
Có trách nhiệm với công việc",Tư vấn/Bán hàng/ Kinh doanh
Nhân viên kinh doanh bất động sản ,https://www.facebook.com/groups/tuyendung24hnew/permalink/24465255139740703/,Lương cứng 5tr-7tr + 50% Hoa hồng/giao dịch.,Nhân viên," Nắng mưa là chuyện của trời
Ai chưa có việc xin mời vào đây
 TUYỂN NVKD BĐS Ở HÀ NỘI
CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN VIỆT ANH
Lương cứng 5tr-7tr + 50% Hoa hồng/giao dịch.
Chưa có kinh nghiệm sẽ được đào tạo, học bài bản, chuyên nghiệp.
Môi trường làm việc chuyên nghiệp, năng động, đồng nghiệp vui tính.
Lộ trình thăng tiến rõ ràng, nâng cao kỹ năng, phát triển bản thân.
Du lịch 2 lần/ năm trong nước và ngoài nước thường niên.
PART TIME : 8H30-12H & 13H30-17H30
FULL TIME : 8h30-17h30 ( nghỉ trưa 1h30p)
Địa chỉ: Tòa nhà Tân Hồng Hà, số 2 Vương Thừa Vũ, Thanh Xuân, Hà Nội.
Ứng viên gửi CV vào email: nguyentrang091101@gmail.com
Hoặc liên hệ: 0988387245 TL Trang ( zalo )",Không yêu cầu kinh nghiệm,Tư vấn/Bán hàng/ Kinh doanh/ Bất động sản
Nhân viên kinh doanh bất động sản ,https://www.facebook.com/groups/tuyendung24hnew/permalink/24572540039012212/,Không đề cập,Nhân viên,"SAU LỄ ĐI LÀM LUÔN. CẦN TÌM 1 bạn về làm cùng, chăm khách cùng mình. Làm mảng sale Bđs thổ cư HN. Rảnh làm bận nghỉ. K yc kinh nghiệm. Đào tạo miễn phí. Làm tại Ngã Tư Sở + hỗ trợ LC. Ib",Không yêu cầu kinh nghiệm,Tư vấn/Bán hàng/ Kinh doanh/ Bất động sản
,https://www.facebook.com/groups/tuyendung24hnew/permalink/24370111835921701/,Thu nhập: 8-15 triệu (Lương cứng + % Doanh Thu + Thưởng+ Sàn + Trợ cấp),Chuyên viên,"TUYỂN CHUYÊN VIÊN KINH DOANH 
KHÔNG yêu cầu kinh nghiệm
KHÔNG yêu cầu bằng cấp
+ Thu nhập: 8-15 triệu (Lương cứng + % Doanh Thu + Thưởng+ Sàn + Trợ cấp)
+ Đào tạo từ A-Z
+ Hỗ trợ ăn trưa, vé xe, dấu thực tập cho sinh viên
+ Môi trường làm việc năng động, chuyên nghiệp
+ Thưởng lễ, tết, lương tháng 13
+ Du lịch 2-3 lần/năm
Thời gian làm việc: (T2-t7, nghỉ CN) xoay ca linh hoạt 3 ca, làm tối thiểu 2 ca
+ Ca 1: Từ 8h - 12h
+ Ca 2: Từ 13h30 - 17h30
+ Ca 3: Từ 19h - 22h00
Địa điểm làm việc: Green Star - Phạm Văn Đồng
Quan tâm ib nhận job cônng việc nhé",,
Nhân viên tư vấn,https://www.facebook.com/groups/tuyendung24hnew/permalink/24424244943841723/,"Thu nhập:
9 - 15 M + thưởng nóng + 6-12% DS",Nhân viên,"NHÂN VIÊN TƯ VẤN 
Thu nhập:
9 - 15 M + thưởng nóng + 6-12% DS
𝙔ê𝙪 𝙘ầ𝙪:
18 - 30 tuổi trở lên
Có laptop
Siêng năng, trung thực, thái độ tốt
𝙌𝙪𝙮ề𝙣 𝙡ợ𝙞 :
• Được làm việc trong môi trường năng động, trẻ trung,
đồng nghiệp thân thiện.
• Được đào tạo free
• Thưởng Lễ, Tết + nghỉ phép năm
• Đóng BHXH sau 2 tháng làm việc
==============
Địa chỉ: Mỹ Đình, Nam Từ Liêm, Hà Nội
Ứng tuyển gửi CV về mail: nhunghr0904@gmail.com","𝙔ê𝙪 𝙘ầ𝙪:
18 - 30 tuổi trở lên
Có laptop
Siêng năng, trung thực, thái độ tốt",Tư vấn
Tuyển dụng nữ bán hàng,https://www.facebook.com/groups/tuyendung24hnew/permalink/24440220175577533/,Thu nhập : >8tr,Nhân viên,"
Tuyển dụng nữ bán hàng! 
Thu nhập : >8tr
Địa điểm : Xuân Đỉnh ( các khu vực lân cận )
Thời gian : Hành Chính ( nghỉ tất cả chủ nhật và ngày lễ )
Chế độ : theo chế độ nhà nước ( bảo hiểm,ngày lễ...)
Yêu cầu : N.ữ 18-50t
Liên hệ: Mr.Chỉnh : 037362029 ( zalo ) hoặc IB","Yêu cầu : N.ữ 18-50t
Không yêu cầu kinh nghiệm",Bán hàng
,https://www.facebook.com/groups/tuyendung24hnew/permalink/24466247139641503/,,,"CƠ CHẾ HOA HỒNG LÊN TỚI 56%, CHỈ TĂNG KHÔNG GIẢM
DUY NHẤT TẠI ĐỊA ỐC VÀNG
ỨNG TUYỂN NGAY ĐỂ KHÔNG BỎ LỠ CƠ HỘI ĐỘT PHÁ THU NHẬP VỚI BĐS
Hoa hồng tối thiểu lên tới 50%/thương vụ, chia ngay sau khi giao dịch hoàn tất
Được đào tạo hoàn toàn MIỄN PHÍ theo giáo án đào tạo RIÊNG BIỆT, DUY NHẤT và rất CHUYÊN NGHIỆP của công ty
Cơ hội thăng tiến rõ ràng, minh bạch
Linh hoạt thời gian, tự chủ công việc
Phụ cấp marketing + vé xe + ăn trưa
Môi trường làm việc trẻ trung, năng động, phát triển bản thân, nâng cao kỹ năng giao tiếp
Du lịch trong và ngoài nước, thể thao 2 lần/tuần nâng cao sức khỏe
===> ĐĂNG KÝ NGAY HÔM NAY ĐỂ NHẬN LỊCH PHỎNG VẤN
—---------------------------------------------------------
ĐỊA ỐC VÀNG - NƠI KHỞI NGUỒN HẠNH PHÚC
Hotline: 0855 270 912 (Ms.Nhung)
Địa chỉ văn phòng: 107 Nguyễn Chí Thanh, Đống Đa, Hà NộiCƠ CHẾ HOA HỒNG LÊN TỚI 56%, CHỈ TĂNG KHÔNG GIẢM
DUY NHẤT TẠI ĐỊA ỐC VÀNG
ỨNG TUYỂN NGAY ĐỂ KHÔNG BỎ LỠ CƠ HỘI ĐỘT PHÁ THU NHẬP VỚI BĐS
Hoa hồng tối thiểu lên tới 50%/thương vụ, chia ngay sau khi giao dịch hoàn tất
Được đào tạo hoàn toàn MIỄN PHÍ theo giáo án đào tạo RIÊNG BIỆT, DUY NHẤT và rất CHUYÊN NGHIỆP của công ty
Cơ hội thăng tiến rõ ràng, minh bạch
Linh hoạt thời gian, tự chủ công việc
Phụ cấp marketing + vé xe + ăn trưa
Môi trường làm việc trẻ trung, năng động, phát triển bản thân, nâng cao kỹ năng giao tiếp
Du lịch trong và ngoài nước, thể thao 2 lần/tuần nâng cao sức khỏe
===> ĐĂNG KÝ NGAY HÔM NAY ĐỂ NHẬN LỊCH PHỎNG VẤN
—---------------------------------------------------------
ĐỊA ỐC VÀNG - NƠI KHỞI NGUỒN HẠNH PHÚC
Hotline: 0855 270 912 (Ms.Nhung)
Địa chỉ văn phòng: 107 Nguyễn Chí Thanh, Đống Đa, Hà Nội",,
Tuyển nhân viên parttime,https://www.facebook.com/groups/tuyendung24hnew/permalink/24412133438386207/,Mức lương: 20 - 25k/h + thưởng thêm,Nhân viên parttime,"Bên chị cần tuyển gấp 5 bạn đi làm parttime:
Đối tượng: 2k5,2k4,2k3(không tuyển cao đẳng, trung cấp)
Mức lương: 20 - 25k/h + thưởng thêm
Thời gian xoay ca linh hoạt parttime:
Ca 1: 9h - 12h
Ca 2: 14h30 - 18h30
Ca 3: 18h30 - 21h30
Địa chỉ: Số 1, Ngõ 192 Thái Thịnh, Láng Hạ, Đống Đa, Hà Nội.
Inbox chị để biết rõ CV nhé",,
,https://www.facebook.com/groups/520176503137727/permalink/678177840670925/,,,"BẠN ĐANG CẦN SÀN TỐT CÓ CƠ CHẾ CAO, ỔN ĐỊNH?
- BẠN ĐANG MONG MUỐN 1 SÀN CÓ MẠNG LƯỚI COPY HIỆN ĐẠI, ỨNG DỤNG CAO?
Mình hiện tại đang phụ trách mảng phát triển hệ thống đối tác của sàn #LITEFINANCE (liteforex) cần hợp tác với các MIB, IB, Trader online để xây dựng hệ thống...
 Quyền lợi IB:
 Thưởng 50$ khi có khách hàng mới giao dịch
 Rebate 8-16$/lot vàng và Forex
 Rebate 30-50$/lot BTC
 Rebate 28$/ lot cổ phiếu...
 Thưởng 2-5% NET
 Hổ trợ 500-800$ chi phí mở văn phòng, hội thảo....
--------------------------
 Chính sách ưu đãi bonus 10-30%, miễn phí qua đêm cho khách hàng giao dịch cực kỳ thu hút
Đa dạng sản phẩm đầu tư và nhiều loại tài khoản phù hợp với nhiều đối tượng khách hàng...
 Có tài khoản Cent( tk mini) dễ dàng để khách hàng trải nghiệm thị trường và cho các đối tác chạy BOT
-------------------------
Inbox em ngay để được tư vấn cụ thể hơn về cơ chế nha
 Gấm 077.881.0467",,
,https://www.facebook.com/groups/520176503137727/permalink/801612648327443/,,,"TUYỂN DỤNG NHÂN VIÊN VĂN PHÒNG - CẦU GIẤY
CAM KẾT SÀN CHUẨN, SẢN PHẨM TỐT
093 675 5556 (THẢO)",,
,https://www.facebook.com/groups/520176503137727/permalink/791913442630697/,,,"Trợ lý Tổng Giám Đốc tiếng Trung đi làm luôn vào tuần sau
Làm việc tại: Thảo Điền, Hồ Chí Minh
Lương up to 15 triệu gross + Phụ cấp
Yêu cầu:
1- 2 năm kinh nghiệm ở vị trí tương đương
Tiếng trung thành thạo, HSK5 trở lên
Cẩn thận, khéo léo, lăn xả, nhiệt tình, có trách nhiệm cho công việc
Nội dung công việc
Theo dõi, giám sát tiến độ thực hiện công việc
Sắp xếp lịch trình công việc, các cuộc họp
Chuẩn bị hồ sơ, giấy tờ, thủ tục đi gặp KH để ký kết HĐ
Tổng hợp các Báo cáo liên quan theo yêu cầu
Ưu tiên có kiến thức về IT or high-tech
Làm việc từ thứ 2 đến thứ 6
Mọi người quan tâm Ib mình hoặc zalo 0963190913 hoặc mail hr2@gmasshr.com",,
,,,,,,
,https://www.facebook.com/groups/520176503137727/permalink/740439234444785/,,," TUYỂN DỤNG NHÂN VIÊN KINH DOANH
 Quyền lợi:
• Được training nâng cao kiến thức và kỹ năng
• Cơ hội thăng tiến theo doanh số cấp độ thăng tiến nghề nghiệp.
• Thưởng nóng, thưởng hiệu quả công việc
• Thưởng hoa hồng tuyển dụng theo chính sách công ty.
• Tham gia chế độ BHXH, BHYT, BHTN, Công đoàn theo quy định của pháp luật.
 Công việc:
• Có kinh nghiệm trong lĩnh vực tài chính
• Khả năng giao tiếp, truyền đạt thông tin tốt.
• Sử dụng thành thạo tin học văn phòng.
 Thời gian: 8:30-17:30, Thứ 2-Thứ 6
 Địa chỉ:
163 Nguyễn Thị Nhung, KDC Vạn Phúc 1, Quốc lộ 13, Phường Hiệp Bình Phước, Thành phố Thủ Đức.
 Ứng tuyển ngay để nhận lịch phỏng vấn nhé!
Gửi thông tin tới địa chỉ email: tuyendung@giacatloi.vn
Zalo : 0769 680 933  Ib để nhận JD chi tiết công việc.",,
,https://www.facebook.com/groups/520176503137727/permalink/740439234444785/,,,"[MỄ TRÌ - NAM TỪ LIÊM] TUYỂN DỤNG NHÂN VIÊN TƯ VẤN
Lương: 7.410.000 -13.910.000 + % doanh số + thưởng nóng
Thử việc 01 tháng nhận full lương ngay cả khi không có doanh số Khách hàng.
=> Thu nhập không giới hạn theo năng lực
 Thời gian làm việc: 7h45 – 17h15. Làm 5.5 ngày/tuần, off chiều T7+ chủ nhật.
 Địa điểm làm việc: Mễ Trì, Nam Từ Liêm, Hà Nội
 Không yêu cầu kinh nghiệm
 Không áp KPI
 Data được cung cấp 100%
Inbox nhận ngay jd hoặc liên hệ 0326057474",,
,https://www.facebook.com/groups/520176503137727/permalink/780773090411399/,,,"[DAI-ICHI CẦU GIẤY] Tuyển dụng parttime,fulltime. K yc kinh nghiệm, laptop. Lương cứng 6tr+hh+th. Phỏng vấn đi làm luôn!!!",,
,https://www.facebook.com/groups/520176503137727/permalink/780773090411399/,,,"TUYỂN DỤNG ""CHUYÊN VIÊN KINH DOANH GIAO DỊCH HÀNG HÓA""
 Top 1 của Sở Giao dịch hàng hóa Việt Nam
 5 Năm liền (kể từ khi thành lập) luôn đứng vị trí top 1
 14 Chi nhánh trải dài từ Bắc vào Nam
Yêu cầu
- Có kinh nghiệm tối thiểu 1 năm vị trí NVKD, ưu tiên các Anh/Chị đã làm việc trong ngành BDS, Tái chính, Bảo hiểm, Chứng khoán,...
- Giao tiếp tốt, ngoại hình khá
- Có LAPTOP
 Mô tả công việc
- Hướng dẫn và tư vấn khách hàng về cách thức giao dịch hàng hóa tại Công ty.
- Tiếp nhận hồ sơ và hỗ trợ mở hợp đồng giao dịch hàng hóa cho khách hàng.
- Phát triển khách hàng, tìm kiếm khách hàng mới và duy trì các khách hàng hiện tại.
- Thực hiện các yêu cầu cấp trên giao phó.
 Quyền lợi:
- Lương cơ bản 7tr - 12 triệu + Lương trách nhiệm + Hoa hồng (35% - 45%)
- Nhiều cơ hội thăng tiến ở vị trí cao
- Được làm việc trong một môi trường năng động.
- Chế độ làm việc 5 ngày/tuần, 7 tiếng rưỡi /ngày
- Lương tháng 13
----------------------------------------------------------------------
 Thời gian làm việc: 8h30 - 17h30, T2 - T6 ( nghỉ trưa 1.5h )
 Địa điểm làm việc :
- Trụ sở: 163 Nguyễn Thị Nhung, KDT Vạn Phúc, Thủ Đức
- Chi nhánh: T12_11 Khu biệt thự Mahattan, Vinhomes Grand Park, Quận 9, Thành phố Thủ Đức, HCM
 Hồ sơ/Cv của ứng viên xin gửi về email:
Mail: tuyendung@giacatloi.vn
Zalo: 0769680933",,
,https://www.facebook.com/groups/520176503137727/permalink/779239013898140/,,,"Tuyển dụng : Nhân viên kinh doanh
 Địa chỉ : Toà nhà Sông Đà, Mễ Trì, Nam Từ Liêm ,Hà Nội
Thời gian làm việc : 7h45-17h15 làm việc t2-t7 ( nghỉ chiều t7 và cn )
Mô tả công việc :
• Tìm kiếm khách hàng có nhu cầu đầu tư và phát triển.
• Phát triển mối quan hệ với khách hàng cũ và KH tiềm năng
Quyền Lợi :
• Hưởng LCB : 7.500.000 đ ( k áp kpi , doanh số )
• Thưởng tuần và tháng
• Tham gia các sự kiện lớn của công ty tổ chức
Yêu cầu :
• Không yêu cầu kinh nghiệm, bằng cấp ( chỉ cần có laptop )
IB trực tiếp để nhận lịch phỏng vấn hoặc liên hệ 0326057474",,
,https://www.facebook.com/groups/520176503137727/permalink/780561370432571/,,,"BẠN ĐANG TÌM JOB
  >>>>  HÃY ĐẾN VỚI HDS
Tự hào là Công ty thuộc TOP 10 đơn vị tư vấn Trái phiếu Doanh nghiệp tại Việt Nam, HDS tiếp tục mang đến nhiều cơ hội ứng tuyển cho các ứng viên. 
VỊ TRÍ TUYỂN DỤNG: Giám Đốc/Chuyên Viên PTKD  
 𝑀𝑜̂ 𝑡𝑎̉ 𝑐𝑜̂𝑛𝑔 𝑣𝑖𝑒̣̂𝑐:
[HDS_JOB] GIÁM ĐỐC PHÁT TRIỂN KINH DOANH
 Cơ hội phát triển sự nghiệp dành cho các ứng viên có nhiều năm kinh nghiệm lĩnh vực tài chính, đầu tư, ngân hàng, mong muốn nâng tầm profile với vị trí Giám đốc phát triển kinh doanh. Vị trí này đảm trách nhiệm vụ lập kế hoạch, tổ chức và điều phối triển khai chiến lược bán hàng và dịch vụ, chính sách quản lý kênh bán một các hiệu quả; đồng thời phát triển, nâng cao năng lực của đội ngũ kinh doanh, đảm bảo hiệu quả và mục tiêu kinh doanh của HDS.
[HDS_JOB] CHUYÊN VIÊN PHÁT TRIỂN KINH DOANH
 Trở thành cầu nối giữa HDS với các khách hàng cá nhân, tổ chức, đối tác là các tổ chức tài chính, bạn sẽ có cơ hội phát triển sự nghiệp bền vững khi được đảm trách năng lực phát triển, duy trì & quan hệ hợp tác kinh doanh toàn diện với nhóm khách hàng Định chế tài chính và thị trường mục tiêu theo định hướng của  HDS.
Đ𝑒̂́𝑛 𝑣𝑜̛́𝑖 𝐻𝐷𝑆, 𝑏𝑎̣𝑛 𝑠𝑒̃ đ𝑢̛𝑜̛̣𝑐 ℎ𝑢̛𝑜̛̉𝑛𝑔 𝑛𝑔𝑎𝑦 𝑙𝑜𝑎̣𝑡 đ𝑎̃𝑖 𝑛𝑔𝑜̣̂ 𝑥𝑢̛́𝑛𝑔 𝑡𝑎̂̀𝑚:
 Chế độ lương thưởng tuyệt vời (thưởng lễ/tết, thưởng quý, lương tháng 13,14,15)
 Chính sách phúc lợi sinh nhật, hiếu, hỉ, thăm hỏi,...
 Hưởng đầy đủ chế độ bảo hiểm theo quy định Nhà nước
 Tham gia nghỉ mát, du lịch hằng năm,...
Đừng bỏ qua cơ hội phát triển sự nghiệp tại HDS. Hãy nâng cấp mức thu nhập và môi trường làm việc của mình ngay hôm nay!
 Cách thức ứng tuyển: Gửi CV ứng viên gửi về hòm mail: hr@hdbs.vn / Tiêu đề mai: “Họ tên – Vị trí ứng tuyển - Khu vực”
Hoặc IB/Call 0932698599 trực tiếp để nhận JD chi tiết .
HDS - CTCP CHỨNG KHOÁN HD
Đ𝒂̂̀𝒖 𝒕𝒖̛ 𝒕𝒉𝒐̂𝒏𝒈 𝒎𝒊𝒏𝒉
 Trụ sở: Abacus Tower, Lầu 3B&9, 58 Nguyễn Đình Chiểu, Quận 1, TP. Hồ Chí Minh 
 (028) 7307 6966  
 CN: Tầng 5, 32 Trần Hưng Đạo, Hoàn Kiếm, Hà Nội
 (024) 7307 6966
 Website: www.hdsec.vn",,
,https://www.facebook.com/groups/520176503137727/permalink/708684720953570/,,,"ĐÚNG NHẬN - SAI CÃI - JOB HOT ĐÂY 
[ DSC tuyển dụng đầu năm ]
THỰC TẬP SINH PHÒNG PHÂN TÍCH
Yêu cầu: Nữ - Có đam mê đầu tư Chứng khoán
- Có kiến thức nền về thị trường tài chính.
- Muốn phát triển trở thành chuyên viên phân tích chuyên nghiệp.
- Ưu tiên: theo học các ngành tài chính, kinh tế, các ngành có liên quan....
 Địa chỉ làm việc: 14 Nguyễn Văn Trỗi, P17, Quận Phú Nhuận
Liên hệ email: quynh.tth@dsc.com.vn ",,
,https://www.facebook.com/groups/tuyendung24hnew/permalink/24287160904216795/,,,"𝑵𝑯𝑨̂𝑵 𝑽𝑰𝑬̂𝑵 𝑲𝑰𝑵𝑯 𝑫𝑶𝑨𝑵𝑯
 Mình đang cần tuyển NVKD, không yêu cầu kinh nghiệm, được sẽ đào tạo từ đầu .
 Độ tuổi ưu tiên: 1996 - 2004
 Lương: 5tr LC + hoa hồng (thu nhập tối thiểu hàng tháng từ 20-30tr)
 Ngành nghề: Kinh doanh trong thương mại điện tử và đầu tư công nghệ mới.
 𝐌𝐎̂ 𝐓𝐀̉ 𝐂𝐎̂𝐍𝐆 𝐕𝐈𝐄̣̂𝐂
 Tìm kiếm và khai thác thông tin khách hàng
 Cung cấp thông tin hỗ trợ khách hàng theo data được cấp
 Xây dựng nội dung hình ảnh
 𝐐𝐔𝐘𝐄̂̀𝐍 𝐋𝐎̛̣𝐈
 Được đào tạo bài bàn về kiến thức kinh doanh
 Được đào tạo kỹ năng quản lý và lập kế hoạch, truyền cảm hứng, kỹ năng làm việc nhóm hiệu quả
 Được đi du lịch trong nước , nước ngoài 2 lần một năm
 Môi trường làm việc năng động , thoải mái , tự do
 Làm việc cùng các đồng nghiệp có thu nhập bậc cao trong xã hội
 𝐓𝐇𝐎̛̀𝐈 𝐆𝐈𝐀𝐍 𝐋𝐀̀𝐌 𝐕𝐈𝐄̣̂𝐂
 Từ thứ 2 - 6 (nghỉ T7, CN và lễ Tết)
 8h30 - 17h30 (nghỉ trưa 1.5h - không tăng ca)
 Bên công ty có data sẵn, bạn sẽ lọc và làm việc với khách hàng qua tin nhắn. Còn việc chốt khách hay các vấn đề khác sẽ có người hỗ trợ tất cả.",,
,https://www.facebook.com/groups/tuyendung24hnew/permalink/24287160904216795/,"𝐌𝐮̛́𝐜 𝐥𝐮̛𝐨̛𝐧𝐠 𝐯𝐚̀ 𝐪𝐮𝐲𝐞̂̀𝐧 𝐥𝐨̛̣𝐢:
𝐓𝐇𝐔 𝐍𝐇Ậ𝐏: upto 8TR - 10TR - 16TR trở lên (thu nhập ko giới hạn)
LTV: 6.000.000đ + PC 880.000đ + hoa hồng + thưởng cố định + bonus nóng + giải công ty.
LCB: 6.000.000đ - 9.000.000đ (LCB+PC+Chuyên Cần) + hoa hồng + thưởng cố định + bonus nóng + giải công ty.",nhân viên,"𝐓𝐮𝐲𝐞̂̉𝐧 𝐃𝐮̣𝐧𝐠 𝐕𝐢̣ 𝐓𝐫𝐢́: 𝐓𝐞𝐥𝐞𝐬𝐚𝐥𝐞
 𝙺𝙷Ô𝙽𝙶 𝚈Ê𝚄 𝙲Ầ𝚄 𝙺𝙸𝙽𝙷 𝙽𝙶𝙷𝙸Ệ𝙼 - 𝙿𝚅 𝙿𝙰𝚂𝚂 Đ𝙸 𝙻À𝙼 𝙻𝚄Ô𝙽
 𝙺𝙷Ô𝙽𝙶 ÁP KPI TALKTIME, 𝙺𝙷Ô𝙽𝙶 TĂNG CA
𝐌𝐮̛́𝐜 𝐥𝐮̛𝐨̛𝐧𝐠 𝐯𝐚̀ 𝐪𝐮𝐲𝐞̂̀𝐧 𝐥𝐨̛̣𝐢:
𝐓𝐇𝐔 𝐍𝐇Ậ𝐏: upto 8TR - 10TR - 16TR trở lên (thu nhập ko giới hạn)
LTV: 6.000.000đ + PC 880.000đ + hoa hồng + thưởng cố định + bonus nóng + giải công ty.
LCB: 6.000.000đ - 9.000.000đ (LCB+PC+Chuyên Cần) + hoa hồng + thưởng cố định + bonus nóng + giải công ty.
𝒀𝒆̂𝒖 𝒄𝒂̂̀𝒖:
▪️ 𝗞𝗵𝗼̂𝗻𝗴 𝘆𝗲̂𝘂 𝗰𝗮̂̀𝘂 𝗸𝗶𝗻𝗵 𝗻𝗴𝗵𝗶𝗲̣̂𝗺
▪️ Ứng viên: 18 – 30T
▪️ Trình độ THPT trở lên
▪️ Giọng nói dễ nghe, không nói ngọng, không nói giọng địa phương
𝐓𝐡𝐨̛̀𝐢 𝐠𝐢𝐚𝐧 𝐥𝐚̀𝐦 𝐯𝐢𝐞̣̂𝐜:
- Thứ 2 - Thứ 6 (9H00 - 18H00)
- Nghỉ cố định T7 - CN, không tăng ca. (Nghỉ trưa 1H30P, tổng giờ làm 7H30P)
Apply nhanh xin JOB:
PHONE: 098 187 6735 (Kim HR)
Email: thienkim.vnstock@gmail.com
Địa chỉ làm việc: 88, đường 52, P.An Phú, TP Thủ Đức (Quận 2 cũ)","𝒀𝒆̂𝒖 𝒄𝒂̂̀𝒖:
▪️ 𝗞𝗵𝗼̂𝗻𝗴 𝘆𝗲̂𝘂 𝗰𝗮̂̀𝘂 𝗸𝗶𝗻𝗵 𝗻𝗴𝗵𝗶𝗲̣̂𝗺
▪️ Ứng viên: 18 – 30T
▪️ Trình độ THPT trở lên
▪️ Giọng nói dễ nghe, không nói ngọng, không nói giọng địa phương",
,https://www.facebook.com/groups/tuyendung24hnew/permalink/24287160904216795/,,,"TUYỂN GẤP 5 NHÂN VIÊN KINH DOANH LĨNH VỰC VÀNG / USD ĐI LÀM LUÔN :
KHU VỰC: Phạm Văn Đồng
 Thời gian làm việc: Full Time
Sáng: 08h- 11h30
Chiều : 13h30 - 17h
Nghỉ thứ 7 và chủ nhật ( thường có picic và tiệc cùng ae cty )
 𝐓𝐡𝐮 𝐧𝐡𝐚̣̂𝐩 𝐜𝐨̛ 𝐛𝐚̉𝐧: 𝟒𝐭𝐫𝟔 - 𝟐𝟎𝐭𝐫. 𝐓𝐨̂̉𝐧𝐠 𝐓𝐡𝐮 𝐧𝐡𝐚̣̂𝐩 𝐭𝐫𝐮𝐧𝐠 𝐛𝐢̀𝐧𝐡 : 𝟏𝟓.𝟎𝟎𝟎.𝟎𝟎𝟎 - >𝟐𝟎.𝟎𝟎𝟎.𝟎𝟎𝟎đ
+ Thu nhập có thể cao hơn nếu có năng lực và trình độ.
+ Yc: Có Lapptop - Muốn Lương Cao và Không Lười
+ Không có kinh nghiệm sẽ được đào tạo, làm việc trong môi trường năng động, thoải mái 
+ Trưa ăn ngủ tại công ty
+ Yêu cầu: Có sự chăm chỉ, chủ động nghiêm túc với công việc và gắn bó lâu dài.
Ibx ngay để nhận được công việc sớm nhất.
0866 896 238",,
